Case,Activity,Timestamp,Resource,Injection
,,,,
2392,info received,48:40.1,,
,,,,
2392,Check for completeness,48:50.1,Clerk-000003,
,,,,
2392,Request info,52:21.9,Manager-000002,
,,,,
2392,info received,54:58.1,,
,,,,
2392,Check for completeness,55:08.1,Clerk-000006,
,,,,
2392,Perform checks,57:51.7,Clerk-000001,
,,,,
2392,Make decision,02:33.4,Manager-000005,
,,,,
2392,notify reject,14:34.4,Manager-000001,
,,,,
2392,review request received,15:37.7,,
,,,,
2392,Check for completeness,15:47.7,Clerk-000004,
,,,,
2392,Request info,30:04.9,Manager-000002,
,,,,
2392,info received,32:16.0,,
,,,,
2392,Check for completeness,32:26.0,Clerk-000003,
,,,,
2392,Perform checks,34:12.9,Clerk-000006,
,,,,
2392,Make decision,34:22.5,Manager-000006,
,,,,
2392,Notify accept,38:54.7,Manager-000005,
,,,,
2392,Deliver card,42:42.6,Manager-000004,
,,,,
2392,EVENT 13 END,44:57.2,,
,,,,
2394,Check for completeness,02:43.6,Clerk-000004,
,,,,
2394,New online application received,02:43.6,,
,,,,
2394,Request info,10:23.1,Manager-000006,
,,,,
2394,info received,14:12.0,,
,,,,
2394,Check for completeness,14:22.0,Clerk-000005,
,,,,
2394,Request info,19:34.4,Manager-000001,
,,,,
2394,info received,34:42.6,,
,,,,
2394,Check for completeness,34:52.6,Clerk-000005,
,,,,
2394,Perform checks,42:28.7,Clerk-000003,
,,,,
2394,Make decision,46:33.7,Manager-000005,
,,,,
2394,notify reject,10:06.8,Manager-000003,
,,,,
2394,time out,11:57.1,,
,,,,
2394,EVENT 13 END,12:07.1,,
,,,,
2398,Check for completeness,05:26.3,Clerk-000005,
,,,,
2398,New online application received,05:26.3,,
,,,,
2398,Request info,29:22.2,Manager-000006,
,,,,
2398,info received,32:23.9,,
,,,,
2398,Check for completeness,32:33.9,Clerk-000003,
,,,,
2398,Perform checks,47:22.7,Clerk-000002,
,,,,
2398,Make decision,49:10.2,Manager-000003,
,,,,
2398,Notify accept,49:55.5,Manager-000005,
,,,,
2398,Deliver card,53:01.8,Manager-000004,
,,,,
2398,EVENT 13 END,54:21.6,,
,,,,
2405,Check for completeness,46:46.5,Clerk-000001,
,,,,
2405,New online application received,46:46.5,,
,,,,
2405,Perform checks,56:42.5,Clerk-000006,
,,,,
2405,Make decision,56:48.8,Manager-000006,
,,,,
2405,notify reject,08:11.6,Manager-000003,
,,,,
2405,review request received,09:01.7,,
,,,,
2405,Check for completeness,09:11.7,Clerk-000004,
,,,,
2405,Request info,22:27.1,Manager-000006,
,,,,
2405,info received,37:53.7,,
,,,,
2405,Check for completeness,38:03.7,Clerk-000006,
,,,,
2405,Perform checks,56:55.2,Clerk-000004,
,,,,
2405,Make decision,00:15.0,Manager-000001,
,,,,
2405,notify reject,08:44.1,Manager-000004,
,,,,
2405,time out,13:49.1,,
,,,,
2405,EVENT 13 END,13:59.1,,
,,,,
2410,Check for completeness,36:35.2,Clerk-000006,
,,,,
2410,New online application received,36:35.2,,
,,,,
2410,Request info,50:33.1,Manager-000005,
,,,,
2410,info received,00:35.9,,
,,,,
2410,Check for completeness,00:45.9,Clerk-000004,
,,,,
2410,Perform checks,11:43.3,Clerk-000006,
,,,,
2410,Make decision,24:56.6,Manager-000004,
,,,,
2410,notify reject,55:23.9,Manager-000005,
,,,,
2410,time out,59:48.2,,
,,,,
2410,EVENT 13 END,59:58.2,,
,,,,
2416,Check for completeness,46:22.1,Clerk-000005,
,,,,
2416,New online application received,46:22.1,,
,,,,
2416,Request info,29:04.3,Manager-000002,
,,,,
2416,info received,29:35.8,,
,,,,
2416,Check for completeness,29:45.8,Clerk-000001,
,,,,
2416,Request info,30:06.1,Manager-000004,
,,,,
2416,info received,41:35.7,,
,,,,
2416,Check for completeness,41:45.7,Clerk-000004,
,,,,
2416,Request info,59:56.0,Manager-000006,
,,,,
2416,info received,09:21.8,,
,,,,
2416,Check for completeness,09:31.8,Clerk-000006,
,,,,
2416,Perform checks,25:17.7,Clerk-000003,
,,,,
2416,Make decision,29:09.7,Manager-000003,
,,,,
2416,notify reject,38:31.8,Manager-000002,
,,,,
2416,time out,40:32.7,,
,,,,
2416,EVENT 13 END,40:42.7,,
,,,,
2419,Check for completeness,52:34.9,Clerk-000001,
,,,,
2419,New online application received,52:34.9,,
,,,,
2419,Request info,09:53.5,Manager-000001,
,,,,
2419,info received,20:56.3,,
,,,,
2419,Check for completeness,21:06.3,Clerk-000003,
,,,,
2419,Perform checks,22:12.0,Clerk-000005,
,,,,
2419,Make decision,25:42.4,Manager-000002,
,,,,
2419,notify reject,30:21.8,Manager-000004,
,,,,
2419,time out,53:54.7,,
,,,,
2419,EVENT 13 END,54:04.7,,
,,,,
2429,Check for completeness,35:54.9,Clerk-000005,
,,,,
2429,New online application received,35:54.9,,
,,,,
2429,Request info,46:48.4,Manager-000002,
,,,,
2429,info received,58:21.9,,
,,,,
2429,Check for completeness,58:31.9,Clerk-000004,
,,,,
2429,Perform checks,13:14.0,Clerk-000006,
,,,,
2429,Make decision,13:34.0,Manager-000004,
,,,,
2429,notify reject,33:58.2,Manager-000006,
,,,,
2429,review request received,34:11.7,,
,,,,
2429,Check for completeness,34:21.7,Clerk-000003,
,,,,
2429,Perform checks,45:53.7,Clerk-000004,
,,,,
2429,Make decision,55:30.8,Manager-000003,
,,,,
2429,Notify accept,56:32.4,Manager-000004,
,,,,
2429,Deliver card,26:21.4,Manager-000005,
,,,,
2429,EVENT 13 END,38:38.4,,
,,,,
2440,Check for completeness,28:36.3,Clerk-000004,
,,,,
2440,New online application received,28:36.3,,
,,,,
2440,Request info,42:06.7,Manager-000004,
,,,,
2440,info received,44:45.7,,
,,,,
2440,Check for completeness,44:55.7,Clerk-000003,
,,,,
2440,Perform checks,00:13.5,Clerk-000005,
,,,,
2440,Make decision,06:24.6,Manager-000005,
,,,,
2440,Notify accept,23:50.2,Manager-000002,
,,,,
2440,Deliver card,28:19.6,Manager-000001,
,,,,
2440,EVENT 13 END,51:54.9,,
,,,,
2446,Check for completeness,57:29.2,Clerk-000002,
,,,,
2446,New online application received,57:29.2,,
,,,,
2446,Perform checks,07:27.4,Clerk-000004,
,,,,
2446,Make decision,34:16.8,Manager-000001,
,,,,
2446,notify reject,38:43.4,Manager-000006,
,,,,
2446,review request received,40:44.9,,
,,,,
2446,Check for completeness,40:54.9,Clerk-000001,
,,,,
2446,Perform checks,44:48.5,Clerk-000003,
,,,,
2446,Make decision,10:55.6,Manager-000003,
,,,,
2446,notify reject,54:53.0,Manager-000004,
,,,,
2446,review request received,10:15.8,,
,,,,
2446,Check for completeness,10:25.8,Clerk-000005,
,,,,
2446,Request info,29:20.7,Manager-000005,
,,,,
2446,info received,48:36.6,,
,,,,
2446,Check for completeness,48:46.6,Clerk-000006,
,,,,
2446,Request info,14:34.6,Manager-000001,
,,,,
2446,info received,24:05.8,,
,,,,
2446,Check for completeness,24:15.8,Clerk-000001,
,,,,
2446,Request info,40:02.0,Manager-000005,
,,,,
2446,info received,43:45.1,,
,,,,
2446,Check for completeness,43:55.1,Clerk-000004,
,,,,
2446,Perform checks,54:16.8,Clerk-000003,
,,,,
2446,Make decision,49:38.5,Manager-000006,
,,,,
2446,notify reject,00:57.1,Manager-000002,
,,,,
2446,review request received,25:05.8,,
,,,,
2446,Check for completeness,25:15.8,Clerk-000002,
,,,,
2446,Perform checks,40:10.3,Clerk-000003,
,,,,
2446,Make decision,41:25.7,Manager-000002,
,,,,
2446,Notify accept,16:53.7,Manager-000004,
,,,,
2446,Deliver card,21:56.3,Manager-000001,
,,,,
2446,EVENT 13 END,41:06.0,,
,,,,
2449,Check for completeness,43:37.3,Clerk-000006,
,,,,
2449,New online application received,43:37.3,,
,,,,
2449,Perform checks,52:15.5,Clerk-000002,
,,,,
2449,Make decision,02:32.6,Manager-000001,
,,,,
2449,Notify accept,22:58.3,Manager-000003,
,,,,
2449,Deliver card,27:59.0,Manager-000006,
,,,,
2449,EVENT 13 END,28:36.6,,
,,,,
2454,Check for completeness,35:35.4,Clerk-000006,
,,,,
2454,New online application received,35:35.4,,
,,,,
2454,Perform checks,35:57.5,Clerk-000005,
,,,,
2454,Make decision,41:01.8,Manager-000006,
,,,,
2454,Notify accept,48:44.3,Manager-000005,
,,,,
2454,Deliver card,51:11.3,Manager-000004,
,,,,
2454,EVENT 13 END,55:29.1,,
,,,,
2456,Check for completeness,24:46.5,Clerk-000003,
,,,,
2456,New online application received,24:46.5,,
,,,,
2456,Request info,28:42.5,Manager-000006,
,,,,
2456,info received,34:29.9,,
,,,,
2456,Check for completeness,34:39.9,Clerk-000001,
,,,,
2456,Request info,39:53.5,Manager-000004,
,,,,
2456,info received,42:28.7,,
,,,,
2456,Check for completeness,42:38.7,Clerk-000006,
,,,,
2456,Perform checks,59:15.7,Clerk-000005,
,,,,
2456,Make decision,01:09.0,Manager-000003,
,,,,
2456,notify reject,11:18.3,Manager-000002,
,,,,
2456,review request received,53:34.8,,
,,,,
2456,Check for completeness,53:44.8,Clerk-000001,
,,,,
2456,Perform checks,13:05.7,Clerk-000004,
,,,,
2456,Make decision,18:24.1,Manager-000005,
,,,,
2456,Notify accept,42:59.8,Manager-000003,
,,,,
2456,Deliver card,43:23.5,Manager-000006,
,,,,
2456,EVENT 13 END,45:28.1,,
,,,,
2464,Check for completeness,16:54.3,Clerk-000002,
,,,,
2464,New online application received,16:54.3,,
,,,,
2464,Perform checks,20:14.9,Clerk-000003,
,,,,
2464,Make decision,36:40.2,Manager-000004,
,,,,
2464,notify reject,42:34.9,Manager-000005,
,,,,
2464,review request received,53:14.6,,
,,,,
2464,Check for completeness,53:24.6,Clerk-000004,
,,,,
2464,Perform checks,34:25.5,Clerk-000005,
,,,,
2464,Make decision,35:51.5,Manager-000001,
,,,,
2464,notify reject,47:56.6,Manager-000006,
,,,,
2464,review request received,54:45.8,,
,,,,
2464,Check for completeness,54:55.8,Clerk-000006,
,,,,
2464,Perform checks,24:50.8,Clerk-000004,
,,,,
2464,Make decision,32:05.3,Manager-000006,
,,,,
2464,Notify accept,53:23.7,Manager-000004,
,,,,
2464,Deliver card,16:17.2,Manager-000005,
,,,,
2464,EVENT 13 END,21:04.3,,
,,,,
2466,Check for completeness,35:41.3,Clerk-000001,
,,,,
2466,New online application received,35:41.3,,
,,,,
2466,Request info,37:05.7,Manager-000006,
,,,,
2466,info received,42:43.2,,
,,,,
2466,Check for completeness,42:53.2,Clerk-000006,
,,,,
2466,Request info,54:22.3,Manager-000003,
,,,,
2466,info received,55:32.8,,
,,,,
2466,Check for completeness,55:42.8,Clerk-000002,
,,,,
2466,Perform checks,00:56.6,Clerk-000005,
,,,,
2466,Make decision,14:30.5,Manager-000004,
,,,,
2466,notify reject,22:17.6,Manager-000005,
,,,,
2466,review request received,28:11.3,,
,,,,
2466,Check for completeness,28:21.3,Clerk-000006,
,,,,
2466,Request info,32:37.0,Manager-000003,
,,,,
2466,info received,43:36.6,,
,,,,
2466,Check for completeness,43:46.6,Clerk-000003,
,,,,
2466,Perform checks,01:20.2,Clerk-000001,
,,,,
2466,Make decision,10:12.0,Manager-000003,
,,,,
2466,Notify accept,26:09.5,Manager-000002,
,,,,
2466,Deliver card,31:25.5,Manager-000001,
,,,,
2466,EVENT 13 END,44:08.7,,
,,,,
2473,Check for completeness,33:43.7,Clerk-000004,
,,,,
2473,New online application received,33:43.7,,
,,,,
2473,Perform checks,46:21.5,Clerk-000005,
,,,,
2473,Make decision,53:48.7,Manager-000006,
,,,,
2473,notify reject,57:51.5,Manager-000003,
,,,,
2473,time out,01:10.7,,
,,,,
2473,EVENT 13 END,01:20.7,,
,,,,
2479,Check for completeness,20:35.8,Clerk-000006,
,,,,
2479,New online application received,20:35.8,,
,,,,
2479,Request info,23:42.6,Manager-000001,
,,,,
2479,info received,24:33.9,,
,,,,
2479,Check for completeness,24:43.9,Clerk-000005,
,,,,
2479,Perform checks,32:27.5,Clerk-000002,
,,,,
2479,Make decision,52:08.5,Manager-000004,
,,,,
2479,Notify accept,54:02.2,Manager-000005,
,,,,
2479,Deliver card,54:47.1,Manager-000001,
,,,,
2479,EVENT 13 END,57:45.0,,
,,,,
2489,Check for completeness,05:38.0,Clerk-000001,
,,,,
2489,New online application received,05:38.0,,
,,,,
2489,Perform checks,21:24.1,Clerk-000005,
,,,,
2489,Make decision,26:24.3,Manager-000006,
,,,,
2489,Notify accept,32:17.4,Manager-000004,
,,,,
2489,Deliver card,44:51.9,Manager-000005,
,,,,
2489,EVENT 13 END,50:46.3,,
,,,,
2496,Check for completeness,48:47.2,Clerk-000001,
,,,,
2496,New online application received,48:47.2,,
,,,,
2496,Perform checks,51:35.6,Clerk-000005,
,,,,
2496,Make decision,57:17.7,Manager-000002,
,,,,
2496,notify reject,05:09.2,Manager-000006,
,,,,
2496,time out,07:41.9,,
,,,,
2496,EVENT 13 END,07:51.9,,
,,,,
2506,Check for completeness,23:42.0,Clerk-000006,
,,,,
2506,New online application received,23:42.0,,
,,,,
2506,Request info,28:32.0,Manager-000005,
,,,,
2506,info received,29:02.2,,
,,,,
2506,Check for completeness,29:12.2,Clerk-000002,
,,,,
2506,Perform checks,06:48.1,Clerk-000001,
,,,,
2506,Make decision,11:26.4,Manager-000002,
,,,,
2506,notify reject,19:10.2,Manager-000003,
,,,,
2506,review request received,19:10.7,,
,,,,
2506,Check for completeness,19:20.7,Clerk-000006,
,,,,
2506,Perform checks,23:19.5,Clerk-000005,
,,,,
2506,Make decision,45:08.1,Manager-000001,
,,,,
2506,Notify accept,47:24.3,Manager-000005,
,,,,
2506,Deliver card,16:32.9,Manager-000002,
,,,,
2506,EVENT 13 END,34:36.2,,
,,,,
2519,Check for completeness,31:32.4,Clerk-000001,
,,,,
2519,New online application received,31:32.4,,
,,,,
2519,Request info,42:17.4,Manager-000004,
,,,,
2519,info received,42:36.1,,
,,,,
2519,Check for completeness,42:46.1,Clerk-000004,
,,,,
2519,Perform checks,54:09.6,Clerk-000005,
,,,,
2519,Make decision,11:21.0,Manager-000006,
,,,,
2519,notify reject,19:46.9,Manager-000001,
,,,,
2519,review request received,22:47.7,,
,,,,
2519,Check for completeness,22:57.7,Clerk-000004,
,,,,
2519,Perform checks,37:21.6,Clerk-000003,
,,,,
2519,Make decision,40:31.8,Manager-000002,
,,,,
2519,notify reject,46:06.4,Manager-000005,
,,,,
2519,time out,56:23.2,,
,,,,
2519,EVENT 13 END,56:33.2,,
,,,,
2521,Check for completeness,37:18.2,Clerk-000001,
,,,,
2521,New online application received,37:18.2,,
,,,,
2521,Perform checks,49:57.2,Clerk-000003,
,,,,
2521,Make decision,58:14.8,Manager-000005,
,,,,
2521,Notify accept,05:31.9,Manager-000006,
,,,,
2521,Deliver card,08:39.3,Manager-000001,
,,,,
2521,EVENT 13 END,09:22.2,,
,,,,
2522,Check for completeness,58:53.5,Clerk-000006,
,,,,
2522,New online application received,58:53.5,,
,,,,
2522,Request info,00:43.3,Manager-000004,
,,,,
2522,info received,02:40.9,,
,,,,
2522,Check for completeness,02:50.9,Clerk-000005,
,,,,
2522,Perform checks,03:38.9,Clerk-000002,
,,,,
2522,Make decision,40:17.9,Manager-000005,
,,,,
2522,Notify accept,03:54.8,Manager-000001,
,,,,
2522,Deliver card,07:09.4,Manager-000004,
,,,,
2522,EVENT 13 END,16:06.8,,
,,,,
2523,Check for completeness,08:05.1,Clerk-000004,
,,,,
2523,New online application received,08:05.1,,
,,,,
2523,Request info,11:06.0,Manager-000002,
,,,,
2523,info received,26:05.5,,
,,,,
2523,Check for completeness,26:15.5,Clerk-000001,
,,,,
2523,Request info,35:09.5,Manager-000003,
,,,,
2523,info received,44:12.1,,
,,,,
2523,Check for completeness,44:22.1,Clerk-000003,
,,,,
2523,Request info,55:46.9,Manager-000006,
,,,,
2523,info received,11:49.4,,
,,,,
2523,Check for completeness,11:59.4,Clerk-000006,
,,,,
2523,Perform checks,13:53.7,Clerk-000005,
,,,,
2523,Make decision,24:42.9,Manager-000002,
,,,,
2523,Notify accept,38:54.1,Manager-000003,
,,,,
2523,Deliver card,49:30.9,Manager-000005,
,,,,
2523,EVENT 13 END,55:42.0,,
,,,,
2534,Check for completeness,59:32.6,Clerk-000006,
,,,,
2534,New online application received,59:32.6,,
,,,,
2534,Request info,00:23.2,Manager-000005,
,,,,
2534,info received,14:59.9,,
,,,,
2534,Check for completeness,15:09.9,Clerk-000002,
,,,,
2534,Request info,16:14.2,Manager-000004,
,,,,
2534,info received,17:27.1,,
,,,,
2534,Check for completeness,17:37.1,Clerk-000005,
,,,,
2534,Perform checks,24:32.6,Clerk-000004,
,,,,
2534,Make decision,30:04.8,Manager-000001,
,,,,
2534,notify reject,34:39.5,Manager-000006,
,,,,
2534,review request received,49:01.9,,
,,,,
2534,Check for completeness,49:11.9,Clerk-000003,
,,,,
2534,Perform checks,04:40.2,Clerk-000002,
,,,,
2534,Make decision,09:56.0,Manager-000002,
,,,,
2534,notify reject,31:37.5,Manager-000005,
,,,,
2534,time out,32:51.6,,
,,,,
2534,EVENT 13 END,33:01.6,,
,,,,
2535,Check for completeness,23:44.7,Clerk-000001,
,,,,
2535,New online application received,23:44.7,,
,,,,
2535,Perform checks,30:35.3,Clerk-000006,
,,,,
2535,Make decision,36:03.0,Manager-000002,
,,,,
2535,notify reject,52:16.5,Manager-000004,
,,,,
2535,review request received,54:22.9,,
,,,,
2535,Check for completeness,54:32.9,Clerk-000004,
,,,,
2535,Request info,56:13.2,Manager-000003,
,,,,
2535,info received,57:14.3,,
,,,,
2535,Check for completeness,57:24.3,Clerk-000001,
,,,,
2535,Request info,57:34.0,Manager-000001,
,,,,
2535,info received,11:10.6,,
,,,,
2535,Check for completeness,11:20.6,Clerk-000006,
,,,,
2535,Perform checks,26:20.8,Clerk-000001,
,,,,
2535,Make decision,26:41.7,Manager-000003,
,,,,
2535,Notify accept,32:06.9,Manager-000001,
,,,,
2535,Deliver card,34:51.9,Manager-000003,
,,,,
2535,EVENT 13 END,54:38.3,,
,,,,
2548,Check for completeness,20:19.2,Clerk-000003,
,,,,
2548,New online application received,20:19.2,,
,,,,
2548,Perform checks,25:53.2,Clerk-000002,
,,,,
2548,Make decision,29:13.7,Manager-000002,
,,,,
2548,notify reject,38:33.9,Manager-000001,
,,,,
2548,review request received,42:17.8,,
,,,,
2548,Check for completeness,42:27.8,Clerk-000006,
,,,,
2548,Perform checks,38:16.9,Clerk-000001,
,,,,
2548,Make decision,49:21.7,Manager-000003,
,,,,
2548,Notify accept,07:54.8,Manager-000002,
,,,,
2548,Deliver card,10:24.4,Manager-000001,
,,,,
2548,EVENT 13 END,22:10.4,,
,,,,
2549,Check for completeness,59:32.9,Clerk-000005,
,,,,
2549,New online application received,59:32.9,,
,,,,
2549,Request info,00:10.7,Manager-000004,
,,,,
2549,info received,10:04.3,,
,,,,
2549,Check for completeness,10:14.3,Clerk-000004,
,,,,
2549,Request info,19:34.5,Manager-000005,
,,,,
2549,info received,46:33.1,,
,,,,
2549,Check for completeness,46:43.1,Clerk-000003,
,,,,
2549,Perform checks,48:08.3,Clerk-000002,
,,,,
2549,Make decision,05:14.0,Manager-000006,
,,,,
2549,notify reject,15:47.6,Manager-000004,
,,,,
2549,time out,16:24.6,,
,,,,
2549,EVENT 13 END,16:34.6,,
,,,,
2550,Check for completeness,26:12.8,Clerk-000005,
,,,,
2550,New online application received,26:12.8,,
,,,,
2550,Request info,33:50.5,Manager-000005,
,,,,
2550,info received,48:48.5,,
,,,,
2550,Check for completeness,48:58.5,Clerk-000006,
,,,,
2550,Request info,50:22.9,Manager-000003,
,,,,
2550,info received,09:01.3,,
,,,,
2550,Check for completeness,09:11.3,Clerk-000001,
,,,,
2550,Perform checks,20:14.5,Clerk-000002,
,,,,
2550,Make decision,20:47.1,Manager-000006,
,,,,
2550,Notify accept,24:38.0,Manager-000004,
,,,,
2550,Deliver card,25:49.7,Manager-000005,
,,,,
2550,EVENT 13 END,34:56.7,,
,,,,
2559,Check for completeness,17:05.9,Clerk-000005,
,,,,
2559,New online application received,17:05.9,,
,,,,
2559,Perform checks,25:00.4,Clerk-000003,
,,,,
2559,Make decision,27:12.3,Manager-000006,
,,,,
2559,notify reject,28:11.1,Manager-000002,
,,,,
2559,time out,13:41.6,,
,,,,
2559,EVENT 13 END,13:51.6,,
,,,,
2566,Check for completeness,43:26.6,Clerk-000006,
,,,,
2566,New online application received,43:26.6,,
,,,,
2566,Request info,55:46.6,Manager-000006,
,,,,
2566,info received,11:41.4,,
,,,,
2566,Check for completeness,11:51.4,Clerk-000001,
,,,,
2566,Request info,18:37.5,Manager-000002,
,,,,
2566,info received,21:52.6,,
,,,,
2566,Check for completeness,22:02.6,Clerk-000004,
,,,,
2566,Request info,32:00.5,Manager-000004,
,,,,
2566,info received,36:33.4,,
,,,,
2566,Check for completeness,36:43.4,Clerk-000003,
,,,,
2566,Request info,41:18.4,Manager-000003,
,,,,
2566,info received,44:50.3,,
,,,,
2566,Check for completeness,45:00.3,Clerk-000006,
,,,,
2566,Perform checks,52:59.0,Clerk-000002,
,,,,
2566,Make decision,55:24.6,Manager-000001,
,,,,
2566,notify reject,33:05.5,Manager-000003,
,,,,
2566,review request received,35:20.9,,
,,,,
2566,Check for completeness,35:30.9,Clerk-000002,
,,,,
2566,Request info,36:04.0,Manager-000006,
,,,,
2566,info received,36:24.6,,
,,,,
2566,Check for completeness,36:34.6,Clerk-000005,
,,,,
2566,Perform checks,42:38.4,Clerk-000004,
,,,,
2566,Make decision,49:16.6,Manager-000004,
,,,,
2566,notify reject,05:57.1,Manager-000006,
,,,,
2566,review request received,06:47.3,,
,,,,
2566,Check for completeness,06:57.3,Clerk-000002,
,,,,
2566,Request info,08:10.3,Manager-000005,
,,,,
2566,info received,35:12.1,,
,,,,
2566,Check for completeness,35:22.1,Clerk-000004,
,,,,
2566,Perform checks,55:39.0,Clerk-000002,
,,,,
2566,Make decision,03:30.9,Manager-000002,
,,,,
2566,notify reject,07:49.5,Manager-000006,
,,,,
2566,time out,17:59.5,,
,,,,
2566,EVENT 13 END,18:09.5,,
,,,,
2569,Check for completeness,19:54.0,Clerk-000001,
,,,,
2569,New online application received,19:54.0,,
,,,,
2569,Perform checks,33:55.7,Clerk-000005,
,,,,
2569,Make decision,44:11.4,Manager-000001,
,,,,
2569,Notify accept,57:16.4,Manager-000003,
,,,,
2569,Deliver card,02:59.9,Manager-000004,
,,,,
2569,EVENT 13 END,12:19.8,,
,,,,
2575,Check for completeness,19:04.3,Clerk-000001,
,,,,
2575,New online application received,19:04.3,,
,,,,
2575,Request info,30:45.5,Manager-000005,
,,,,
2575,info received,45:00.9,,
,,,,
2575,Check for completeness,45:10.9,Clerk-000003,
,,,,
2575,Perform checks,46:09.4,Clerk-000002,
,,,,
2575,Make decision,07:52.2,Manager-000006,
,,,,
2575,Notify accept,10:26.6,Manager-000003,
,,,,
2575,Deliver card,52:32.2,Manager-000006,
,,,,
2575,EVENT 13 END,53:23.4,,
,,,,
2584,Check for completeness,48:10.5,Clerk-000006,
,,,,
2584,New online application received,48:10.5,,
,,,,
2584,Perform checks,48:37.8,Clerk-000001,
,,,,
2584,Make decision,51:52.1,Manager-000003,
,,,,
2584,Notify accept,17:51.2,Manager-000004,
,,,,
2584,Deliver card,21:42.3,Manager-000001,
,,,,
2584,EVENT 13 END,34:06.2,,
,,,,
2585,Check for completeness,50:25.4,Clerk-000004,
,,,,
2585,New online application received,50:25.4,,
,,,,
2585,Request info,52:34.3,Manager-000004,
,,,,
2585,info received,57:48.6,,
,,,,
2585,Check for completeness,57:58.6,Clerk-000003,
,,,,
2585,Perform checks,02:17.7,Clerk-000006,
,,,,
2585,Make decision,04:37.1,Manager-000002,
,,,,
2585,notify reject,11:48.0,Manager-000005,
,,,,
2585,time out,28:47.8,,
,,,,
2585,EVENT 13 END,28:57.8,,
,,,,
2590,Check for completeness,14:04.3,Clerk-000003,
,,,,
2590,New online application received,14:04.3,,
,,,,
2590,Request info,19:54.8,Manager-000001,
,,,,
2590,info received,28:09.6,,
,,,,
2590,Check for completeness,28:19.6,Clerk-000004,
,,,,
2590,Request info,29:20.1,Manager-000005,
,,,,
2590,info received,38:54.6,,
,,,,
2590,Check for completeness,39:04.6,Clerk-000002,
,,,,
2590,Request info,44:21.2,Manager-000002,
,,,,
2590,info received,54:14.0,,
,,,,
2590,Check for completeness,54:24.0,Clerk-000001,
,,,,
2590,Perform checks,05:15.1,Clerk-000004,
,,,,
2590,Make decision,15:58.0,Manager-000002,
,,,,
2590,Notify accept,32:16.9,Manager-000004,
,,,,
2590,Deliver card,52:57.8,Manager-000006,
,,,,
2590,EVENT 13 END,53:46.7,,
,,,,
2591,Check for completeness,42:57.6,Clerk-000003,
,,,,
2591,New online application received,42:57.6,,
,,,,
2591,Perform checks,56:12.2,Clerk-000001,
,,,,
2591,Make decision,10:23.8,Manager-000005,
,,,,
2591,notify reject,12:44.7,Manager-000002,
,,,,
2591,review request received,24:42.4,,
,,,,
2591,Check for completeness,24:52.4,Clerk-000005,
,,,,
2591,Request info,25:34.8,Manager-000004,
,,,,
2591,info received,39:36.7,,
,,,,
2591,Check for completeness,39:46.7,Clerk-000004,
,,,,
2591,Perform checks,40:24.9,Clerk-000002,
,,,,
2591,Make decision,51:32.6,Manager-000005,
,,,,
2591,notify reject,58:57.7,Manager-000001,
,,,,
2591,review request received,07:26.8,,
,,,,
2591,Check for completeness,07:36.8,Clerk-000001,
,,,,
2591,Request info,19:40.2,Manager-000002,
,,,,
2591,info received,25:47.4,,
,,,,
2591,Check for completeness,25:57.4,Clerk-000002,
,,,,
2591,Perform checks,27:52.8,Clerk-000003,
,,,,
2591,Make decision,28:50.4,Manager-000003,
,,,,
2591,notify reject,51:32.0,Manager-000005,
,,,,
2591,time out,56:03.0,,
,,,,
2591,EVENT 13 END,56:13.0,,
,,,,
2592,Check for completeness,05:21.0,Clerk-000004,
,,,,
2592,New online application received,05:21.0,,
,,,,
2592,Perform checks,12:50.9,Clerk-000002,
,,,,
2592,Make decision,24:23.9,Manager-000003,
,,,,
2592,notify reject,32:42.8,Manager-000001,
,,,,
2592,time out,36:59.1,,
,,,,
2592,EVENT 13 END,37:09.1,,
,,,,
2596,Check for completeness,55:00.8,Clerk-000003,
,,,,
2596,New online application received,55:00.8,,
,,,,
2596,Perform checks,28:32.5,Clerk-000005,
,,,,
2596,Make decision,37:23.5,Manager-000005,
,,,,
2596,Notify accept,44:52.1,Manager-000002,
,,,,
2596,Deliver card,50:56.5,Manager-000006,
,,,,
2596,EVENT 13 END,54:09.1,,
,,,,
2597,Check for completeness,29:06.2,Clerk-000004,
,,,,
2597,New online application received,29:06.2,,
,,,,
2597,Perform checks,00:13.9,Clerk-000003,
,,,,
2597,Make decision,12:58.6,Manager-000003,
,,,,
2597,notify reject,28:07.6,Manager-000006,
,,,,
2597,time out,47:20.3,,
,,,,
2597,EVENT 13 END,47:30.3,,
,,,,
2600,Check for completeness,39:50.7,Clerk-000003,
,,,,
2600,New online application received,39:50.7,,
,,,,
2600,Perform checks,49:18.7,Clerk-000005,
,,,,
2600,Make decision,51:15.5,Manager-000004,
,,,,
2600,notify reject,55:36.1,Manager-000006,
,,,,
2600,review request received,13:57.5,,
,,,,
2600,Check for completeness,14:07.5,Clerk-000006,
,,,,
2600,Request info,15:17.1,Manager-000001,
,,,,
2600,info received,15:53.5,,
,,,,
2600,Check for completeness,16:03.5,Clerk-000001,
,,,,
2600,Request info,33:25.1,Manager-000002,
,,,,
2600,info received,03:36.5,,
,,,,
2600,Check for completeness,03:46.5,Clerk-000004,
,,,,
2600,Request info,09:03.5,Manager-000001,
,,,,
2600,info received,17:58.6,,
,,,,
2600,Check for completeness,18:08.6,Clerk-000002,
,,,,
