Case,Activity,Timestamp,Resource,Injection,Aug,augmented_activity,semantic_reason,resource,case,diagnose
3433.0,Request info,2025-05-31 12:18:24,Manager-000004,,1,Perform checks,Random swap,,,
3433.0,Perform checks,2025-05-31 13:31:54,Clerk-000004,,0,,,,,
3433.0,Perform checks,2025-05-31 13:31:54,Clerk-000004,,1,Request info,Random swap,,,
3433.0,Make decision,2025-05-31 13:51:30,Manager-000004,,0,,,,,
3433.0,Notify accept,2025-05-31 14:57:24,Manager-000006,,0,,,,,
3433.0,info received,NaT,,,0,,,,,
3433.0,Check for completeness,NaT,Clerk-000005,,0,,,,,
3433.0,Request info,NaT,Manager-000001,,0,,,,,
3433.0,Check for completeness,NaT,Clerk-000005,,0,,,,,
3433.0,New online application received,NaT,,,0,,,,,
3433.0,Request info,NaT,Manager-000001,,0,,,,,
3433.0,info received,NaT,,,0,,,,,
3433.0,Check for completeness,NaT,Clerk-000001,,0,,,,,
3433.0,info received,NaT,,,0,,,,,
3433.0,Check for completeness,NaT,Clerk-000004,,0,,,,,
3433.0,EVENT 13 END,NaT,,,0,,,,,
3433.0,Request info,NaT,Manager-000002,,0,,,,,
3433.0,Check for completeness,NaT,Clerk-000005,,1,Check for completeness,Random delete (for augmentation only),,,
3433.0,Check for completeness,NaT,Clerk-000004,,1,EVENT 13 END,Random swap,,,
3433.0,EVENT 13 END,NaT,,,1,Check for completeness,Random swap,,,
3436.0,notify reject,2025-05-31 05:22:12,Manager-000004,,0,,,,,
3436.0,info received,2025-05-31 07:09:54,,,0,,,,,
3436.0,Check for completeness,2025-05-31 07:19:54,Clerk-000001,,0,,,,,
3436.0,Deliver card,2025-05-31 14:07:24,Manager-000005,,0,,,,,
3436.0,EVENT 13 END,2025-05-31 16:00:00,,,0,,,,,
3436.0,review request received,2025-05-31 17:09:24,,,0,,,,,
3436.0,Check for completeness,2025-05-31 17:19:24,Clerk-000003,,0,,,,,
3436.0,Perform checks,2025-05-31 23:11:24,Clerk-000002,,0,,,,,
3436.0,Check for completeness,NaT,Clerk-000006,,0,,,,,
3436.0,New online application received,NaT,,,0,,,,,
3436.0,Make decision,NaT,Manager-000001,,0,,,,,
3436.0,Perform checks,NaT,Clerk-000004,,0,,,,,
3436.0,Request info,NaT,Manager-000006,,0,,,,,
3436.0,info received,NaT,,,0,,,,,
3436.0,Check for completeness,NaT,Clerk-000002,,0,,,,,
3436.0,Make decision,NaT,Manager-000005,,0,,,,,
3436.0,Request info,NaT,Manager-000005,,0,,,,,
3436.0,Notify accept,NaT,Manager-000003,,0,,,,,
3436.0,Request info,NaT,Manager-000005,,1,Request info,Random delete (for augmentation only),,,
3436.0,New online application received,NaT,,,1,New online application received,Random delete (for augmentation only),,,
3436.0,Make decision,NaT,Manager-000001,,1,Perform checks,Random swap,,,
3436.0,Perform checks,NaT,Clerk-000004,,1,Make decision,Random swap,,,
3438.0,Perform checks,NaT,Clerk-000005,,0,,,,,
3438.0,Make decision,NaT,Manager-000005,,0,,,,,
3438.0,Notify accept,NaT,Manager-000004,,0,,,,,
3438.0,Deliver card,NaT,Manager-000004,,0,,,,,
3438.0,EVENT 13 END,NaT,,,0,,,,,
3438.0,Check for completeness,NaT,Clerk-000003,,0,,,,,
3438.0,New online application received,NaT,,,0,,,,,
3438.0,Check for completeness,NaT,Clerk-000003,,1,New online application received,Random swap,,,
3438.0,New online application received,NaT,,,1,Check for completeness,Random swap,,,
3439.0,Request info,2025-05-31 00:00:48,Manager-000002,,0,,,,,
3439.0,info received,2025-05-31 01:50:36,,,0,,,,,
3439.0,Check for completeness,2025-05-31 02:00:36,Clerk-000006,,0,,,,,
3439.0,EVENT 13 END,2025-05-31 02:08:00,,,0,,,,,
3439.0,Request info,2025-05-31 16:37:12,Manager-000003,,0,,,,,
3439.0,Request info,2025-05-31 16:37:12,Manager-000003,,1,Request info,Random delete (for augmentation only),,,
3439.0,Perform checks,2025-05-31 19:16:36,Clerk-000005,,0,,,,,
3439.0,Make decision,NaT,Manager-000002,,0,,,,,
3439.0,info received,NaT,,,0,,,,,
3439.0,Check for completeness,NaT,Clerk-000003,,0,,,,,
3439.0,Request info,NaT,Manager-000003,,0,,,,,
3439.0,info received,NaT,,,0,,,,,
3439.0,Check for completeness,NaT,Clerk-000001,,0,,,,,
3439.0,Request info,NaT,Manager-000005,,0,,,,,
3439.0,info received,NaT,,,0,,,,,
3439.0,Check for completeness,NaT,Clerk-000005,,0,,,,,
3439.0,Request info,NaT,Manager-000004,,0,,,,,
3439.0,info received,NaT,,,0,,,,,
3439.0,Check for completeness,NaT,Clerk-000006,,0,,,,,
3439.0,Request info,NaT,Manager-000003,,0,,,,,
3439.0,info received,NaT,,,0,,,,,
3439.0,Check for completeness,NaT,Clerk-000001,,0,,,,,
3439.0,Notify accept,NaT,Manager-000006,,0,,,,,
3439.0,Check for completeness,NaT,Clerk-000004,,0,,,,,
3439.0,New online application received,NaT,,,0,,,,,
3439.0,Deliver card,NaT,Manager-000001,,0,,,,,
3439.0,Check for completeness,NaT,Clerk-000006,,1,Request info,Random swap,,,
3439.0,Request info,NaT,Manager-000003,,1,Check for completeness,Random swap,,,
3439.0,Check for completeness,NaT,Clerk-000003,,1,Check for completeness,Random delete (for augmentation only),,,
3439.0,info received,NaT,,,1,Check for completeness,Random swap,,,
3439.0,Check for completeness,NaT,Clerk-000003,,1,info received,Random swap,,,
3439.0,info received,NaT,,,1,Check for completeness,Random swap,,,
3439.0,Check for completeness,NaT,Clerk-000001,,1,info received,Random swap,,,
3439.0,Request info,NaT,Manager-000005,,1,info received,Random swap,,,
3439.0,info received,NaT,,,1,Request info,Random swap,,,
3465.0,Check for completeness,2025-05-31 06:32:24,Clerk-000003,,0,,,,,
3465.0,New online application received,2025-05-31 06:32:24,,,0,,,,,
3465.0,Request info,2025-05-31 08:34:00,Manager-000004,,0,,,,,
3465.0,info received,2025-05-31 09:22:48,,,0,,,,,
3465.0,Check for completeness,2025-05-31 09:32:48,Clerk-000002,,0,,,,,
3465.0,Perform checks,2025-05-31 09:41:42,Clerk-000006,,0,,,,,
3465.0,Make decision,2025-05-31 15:43:24,Manager-000001,,0,,,,,
3465.0,notify reject,2025-05-31 23:00:48,Manager-000002,,0,,,,,
3465.0,time out,NaT,,,0,,,,,
3465.0,EVENT 13 END,NaT,,,0,,,,,
3465.0,Request info,NaT,Manager-000001,,0,,,,,
3465.0,info received,NaT,,,0,,,,,
3465.0,Check for completeness,NaT,Clerk-000002,,0,,,,,
3465.0,EVENT 13 END,NaT,,,1,Request info,Random swap,,,
3465.0,Request info,NaT,Manager-000001,,1,EVENT 13 END,Random swap,,,
3465.0,Check for completeness,NaT,Clerk-000002,,1,Check for completeness,Random delete (for augmentation only),,,
3467.0,info received,2025-05-31 01:11:06,,,0,,,,,
3467.0,Check for completeness,2025-05-31 01:21:06,Clerk-000004,,0,,,,,
3467.0,Make decision,2025-05-31 07:05:12,Manager-000003,,0,,,,,
3467.0,Notify accept,2025-05-31 14:36:30,Manager-000004,,0,,,,,
3467.0,Request info,2025-05-31 14:52:18,Manager-000006,,0,,,,,
3467.0,Deliver card,2025-05-31 17:05:36,Manager-000001,,0,,,,,
3467.0,Check for completeness,2025-05-31 23:48:06,Clerk-000004,,0,,,,,
3467.0,New online application received,2025-05-31 23:48:06,,,0,,,,,
3467.0,Check for completeness,2025-05-31 23:48:06,Clerk-000004,,1,New online application received,Random swap,,,
3467.0,New online application received,2025-05-31 23:48:06,,,1,Check for completeness,Random swap,,,
3467.0,info received,NaT,,,0,,,,,
3467.0,Check for completeness,NaT,Clerk-000001,,0,,,,,
3467.0,EVENT 13 END,NaT,,,0,,,,,
3467.0,Perform checks,NaT,Clerk-000005,,0,,,,,
3467.0,Request info,NaT,Manager-000005,,0,,,,,
3467.0,info received,NaT,,,0,,,,,
3467.0,Check for completeness,NaT,Clerk-000001,,0,,,,,
3467.0,Request info,NaT,Manager-000006,,0,,,,,
3467.0,info received,NaT,,,0,,,,,
3467.0,Check for completeness,NaT,Clerk-000003,,0,,,,,
3467.0,Request info,NaT,Manager-000003,,0,,,,,
3473.0,Perform checks,2025-05-31 04:46:42,Clerk-000004,,0,,,,,
3473.0,Make decision,2025-05-31 09:34:30,Manager-000001,,0,,,,,
3473.0,Perform checks,2025-05-31 13:52:12,Clerk-000005,,0,,,,,
3473.0,Notify accept,2025-05-31 19:09:24,Manager-000005,,0,,,,,
3473.0,Make decision,2025-05-31 23:00:54,Manager-000002,,0,,,,,
3473.0,Deliver card,NaT,Manager-000006,,0,,,,,
3473.0,EVENT 13 END,NaT,,,0,,,,,
3473.0,Check for completeness,NaT,Clerk-000004,,0,,,,,
3473.0,New online application received,NaT,,,0,,,,,
3473.0,notify reject,NaT,Manager-000005,,0,,,,,
3473.0,review request received,NaT,,,0,,,,,
3473.0,Check for completeness,NaT,Clerk-000006,,0,,,,,
3477.0,Deliver card,2025-05-31 04:39:06,Manager-000001,,0,,,,,
3477.0,Check for completeness,NaT,Clerk-000005,,0,,,,,
3477.0,New online application received,NaT,,,0,,,,,
3477.0,Perform checks,NaT,Clerk-000003,,0,,,,,
3477.0,EVENT 13 END,NaT,,,0,,,,,
3477.0,Make decision,NaT,Manager-000004,,0,,,,,
3477.0,Notify accept,NaT,Manager-000005,,0,,,,,
3477.0,Check for completeness,NaT,Clerk-000005,,1,Check for completeness,Random delete (for augmentation only),,,
3477.0,New online application received,NaT,,,1,New online application received,Random delete (for augmentation only),,,
3479.0,info received,2025-05-31 03:54:30,,,0,,,,,
3479.0,Check for completeness,2025-05-31 04:04:30,Clerk-000002,,0,,,,,
3479.0,Check for completeness,2025-05-31 07:46:54,Clerk-000002,,0,,,,,
3479.0,New online application received,2025-05-31 07:46:54,,,0,,,,,
3479.0,Perform checks,2025-05-31 08:19:36,Clerk-000006,,0,,,,,
3479.0,Make decision,2025-05-31 09:48:36,Manager-000002,,0,,,,,
3479.0,Notify accept,2025-05-31 13:13:42,Manager-000006,,0,,,,,
3479.0,Deliver card,2025-05-31 15:18:12,Manager-000004,,0,,,,,
3479.0,Request info,2025-05-31 22:57:48,Manager-000004,,0,,,,,
3479.0,info received,NaT,,,0,,,,,
3479.0,Check for completeness,NaT,Clerk-000001,,0,,,,,
3479.0,EVENT 13 END,NaT,,,0,,,,,
3479.0,Perform checks,NaT,Clerk-000003,,0,,,,,
3479.0,Make decision,NaT,Manager-000001,,0,,,,,
3479.0,Request info,NaT,Manager-000002,,0,,,,,
3479.0,notify reject,NaT,Manager-000002,,0,,,,,
3479.0,info received,NaT,,,0,,,,,
3479.0,Check for completeness,NaT,Clerk-000005,,0,,,,,
3479.0,review request received,NaT,,,0,,,,,
3479.0,Check for completeness,NaT,Clerk-000002,,0,,,,,
3479.0,Request info,NaT,Manager-000004,,0,,,,,
3479.0,Check for completeness,NaT,Clerk-000001,,1,Check for completeness,Random delete (for augmentation only),,,
3479.0,Make decision,NaT,Manager-000001,,1,Request info,Random swap,,,
3479.0,Request info,NaT,Manager-000002,,1,Make decision,Random swap,,,
3479.0,info received,NaT,,,1,Check for completeness,Random swap,,,
3479.0,Check for completeness,NaT,Clerk-000001,,1,info received,Random swap,,,
3480.0,Check for completeness,NaT,Clerk-000003,,0,,,,,
3480.0,New online application received,NaT,,,0,,,,,
3480.0,Perform checks,NaT,Clerk-000006,,0,,,,,
3480.0,Make decision,NaT,Manager-000006,,0,,,,,
3480.0,notify reject,NaT,Manager-000003,,0,,,,,
3480.0,time out,NaT,,,0,,,,,
3480.0,EVENT 13 END,NaT,,,0,,,,,
3480.0,New online application received,NaT,,,1,Perform checks,Random swap,,,
3480.0,Perform checks,NaT,Clerk-000006,,1,New online application received,Random swap,,,
3488.0,notify reject,2025-05-31 07:59:00,Manager-000004,,0,,,,,
3488.0,notify reject,2025-05-31 07:59:00,Manager-000004,,1,notify reject,Random delete (for augmentation only),,,
3488.0,info received,2025-05-31 10:14:48,,,0,,,,,
3488.0,info received,2025-05-31 10:14:48,,,1,info received,Random delete (for augmentation only),,,
3488.0,Check for completeness,2025-05-31 10:24:48,Clerk-000006,,0,,,,,
3488.0,Request info,2025-05-31 19:25:42,Manager-000003,,0,,,,,
3488.0,Check for completeness,2025-05-31 21:22:48,Clerk-000004,,0,,,,,
3488.0,New online application received,2025-05-31 21:22:48,,,0,,,,,
3488.0,Request info,2025-05-31 22:49:18,Manager-000003,,0,,,,,
3488.0,time out,2025-05-31 23:04:42,,,0,,,,,
3488.0,EVENT 13 END,2025-05-31 23:14:42,,,0,,,,,
3488.0,info received,NaT,,,0,,,,,
3488.0,Check for completeness,NaT,Clerk-000001,,0,,,,,
3488.0,Request info,NaT,Manager-000006,,0,,,,,
3488.0,info received,NaT,,,0,,,,,
3488.0,Check for completeness,NaT,Clerk-000004,,0,,,,,
3488.0,Perform checks,NaT,Clerk-000002,,0,,,,,
3488.0,info received,NaT,,,0,,,,,
3488.0,Check for completeness,NaT,Clerk-000005,,0,,,,,
3488.0,Request info,NaT,Manager-000004,,0,,,,,
3488.0,Make decision,NaT,Manager-000006,,0,,,,,
3488.0,Request info,NaT,Manager-000006,,1,Request info,Random delete (for augmentation only),,,
3489.0,Request info,2025-05-31 07:10:54,Manager-000002,,0,,,,,
3489.0,info received,2025-05-31 10:06:30,,,0,,,,,
3489.0,Check for completeness,2025-05-31 10:16:30,Clerk-000003,,0,,,,,
3489.0,Check for completeness,2025-05-31 10:16:30,Clerk-000003,,1,Perform checks,Random swap,,,
3489.0,Perform checks,2025-05-31 13:13:00,Clerk-000004,,0,,,,,
3489.0,Perform checks,2025-05-31 13:13:00,Clerk-000004,,1,Check for completeness,Random swap,,,
3489.0,Make decision,NaT,Manager-000001,,0,,,,,
3489.0,notify reject,NaT,Manager-000002,,0,,,,,
3489.0,Check for completeness,NaT,Clerk-000001,,0,,,,,
3489.0,New online application received,NaT,,,0,,,,,
3489.0,time out,NaT,,,0,,,,,
3489.0,EVENT 13 END,NaT,,,0,,,,,
3489.0,New online application received,NaT,,,1,time out,Random swap,,,
3489.0,time out,NaT,,,1,New online application received,Random swap,,,
3500.0,Perform checks,2025-05-31 03:46:24,Clerk-000004,,0,,,,,
3500.0,Perform checks,2025-05-31 03:46:24,Clerk-000004,,1,Perform checks,Random delete (for augmentation only),,,
3500.0,Make decision,2025-05-31 11:25:06,Manager-000005,,0,,,,,
3500.0,Notify accept,2025-05-31 20:56:06,Manager-000002,,0,,,,,
3500.0,Deliver card,NaT,Manager-000006,,0,,,,,
3500.0,EVENT 13 END,NaT,,,0,,,,,
3500.0,Check for completeness,NaT,Clerk-000002,,0,,,,,
3500.0,New online application received,NaT,,,0,,,,,
3500.0,Request info,NaT,Manager-000001,,0,,,,,
3500.0,info received,NaT,,,0,,,,,
3500.0,Check for completeness,NaT,Clerk-000003,,0,,,,,
3505.0,Perform checks,2025-05-31 00:45:30,Clerk-000002,,0,,,,,
3505.0,Make decision,2025-05-31 08:02:00,Manager-000003,,0,,,,,
3505.0,info received,2025-05-31 09:14:48,,,0,,,,,
3505.0,Check for completeness,2025-05-31 09:24:48,Clerk-000003,,0,,,,,
3505.0,Request info,2025-05-31 10:56:24,Manager-000003,,0,,,,,
3505.0,Notify accept,2025-05-31 18:29:54,Manager-000005,,0,,,,,
3505.0,info received,2025-05-31 23:15:42,,,0,,,,,
3505.0,Check for completeness,2025-05-31 23:25:42,Clerk-000001,,0,,,,,
3505.0,Check for completeness,2025-05-31 23:25:42,Clerk-000001,,1,Deliver card,Random swap,,,
3505.0,Deliver card,NaT,Manager-000004,,0,,,,,
3505.0,Request info,NaT,Manager-000002,,0,,,,,
3505.0,Check for completeness,NaT,Clerk-000003,,0,,,,,
3505.0,New online application received,NaT,,,0,,,,,
3505.0,EVENT 13 END,NaT,,,0,,,,,
3505.0,info received,NaT,,,0,,,,,
3505.0,Check for completeness,NaT,Clerk-000003,,0,,,,,
3505.0,Request info,NaT,Manager-000006,,0,,,,,
3505.0,info received,NaT,,,0,,,,,
3505.0,Check for completeness,NaT,Clerk-000004,,0,,,,,
3505.0,Request info,NaT,Manager-000004,,0,,,,,
3505.0,Request info,NaT,Manager-000005,,0,,,,,
3505.0,info received,NaT,,,0,,,,,
3505.0,Check for completeness,NaT,Clerk-000006,,0,,,,,
3505.0,Request info,NaT,Manager-000005,,1,info received,Random swap,,,
3505.0,info received,NaT,,,1,Request info,Random swap,,,
3505.0,Deliver card,NaT,Manager-000004,,1,Check for completeness,Random swap,,,
3512.0,EVENT 13 END,2025-05-31 10:06:54,,,0,,,,,
3512.0,Check for completeness,2025-05-31 19:03:30,Clerk-000005,,0,,,,,
3512.0,New online application received,2025-05-31 19:03:30,,,0,,,,,
3512.0,Request info,NaT,Manager-000003,,0,,,,,
3512.0,info received,NaT,,,0,,,,,
3512.0,Check for completeness,NaT,Clerk-000001,,0,,,,,
3512.0,Perform checks,NaT,Clerk-000004,,0,,,,,
3512.0,Make decision,NaT,Manager-000002,,0,,,,,
3512.0,Notify accept,NaT,Manager-000006,,0,,,,,
3512.0,Deliver card,NaT,Manager-000005,,0,,,,,
3512.0,Notify accept,NaT,Manager-000006,,1,Notify accept,Random delete (for augmentation only),,,
3513.0,info received,2025-05-31 02:16:06,,,0,,,,,
3513.0,Check for completeness,2025-05-31 02:26:06,Clerk-000003,,0,,,,,
3513.0,Perform checks,2025-05-31 04:17:24,Clerk-000002,,0,,,,,
3513.0,Make decision,2025-05-31 04:22:30,Manager-000003,,0,,,,,
3513.0,notify reject,2025-05-31 07:29:54,Manager-000001,,0,,,,,
3513.0,time out,2025-05-31 14:19:12,,,0,,,,,
3513.0,EVENT 13 END,2025-05-31 14:29:12,,,0,,,,,
3513.0,EVENT 13 END,2025-05-31 14:29:12,,,1,Check for completeness,Random swap,,,
3513.0,Check for completeness,2025-05-31 22:04:42,Clerk-000006,,0,,,,,
3513.0,New online application received,2025-05-31 22:04:42,,,0,,,,,
3513.0,New online application received,2025-05-31 22:04:42,,,1,New online application received,Random delete (for augmentation only),,,
3513.0,Check for completeness,2025-05-31 22:04:42,Clerk-000006,,1,EVENT 13 END,Random swap,,,
3513.0,Request info,NaT,Manager-000004,,0,,,,,
3531.0,Check for completeness,2025-05-31 20:01:06,Clerk-000004,,0,,,,,
3531.0,New online application received,2025-05-31 20:01:06,,,0,,,,,
3531.0,Perform checks,NaT,Clerk-000002,,0,,,,,
3531.0,Make decision,NaT,Manager-000002,,0,,,,,
3531.0,notify reject,NaT,Manager-000003,,0,,,,,
3531.0,time out,NaT,,,0,,,,,
3531.0,EVENT 13 END,NaT,,,0,,,,,
3531.0,time out,NaT,,,1,time out,Random delete (for augmentation only),,,
3534.0,Request info,2025-05-31 08:14:12,Manager-000003,,0,,,,,
3534.0,info received,2025-05-31 09:29:36,,,0,,,,,
3534.0,Check for completeness,2025-05-31 09:39:36,Clerk-000001,,0,,,,,
3534.0,Check for completeness,2025-05-31 09:39:36,Clerk-000001,,1,Perform checks,Random swap,,,
3534.0,Perform checks,2025-05-31 11:23:30,Clerk-000004,,0,,,,,
3534.0,Perform checks,2025-05-31 11:23:30,Clerk-000004,,1,Check for completeness,Random swap,,,
3534.0,Make decision,2025-05-31 12:56:00,Manager-000006,,0,,,,,
3534.0,Notify accept,2025-05-31 21:03:54,Manager-000004,,0,,,,,
3534.0,Deliver card,NaT,Manager-000002,,0,,,,,
3534.0,Check for completeness,NaT,Clerk-000005,,0,,,,,
3534.0,New online application received,NaT,,,0,,,,,
3534.0,EVENT 13 END,NaT,,,0,,,,,
3534.0,Check for completeness,NaT,Clerk-000005,,1,Check for completeness,Random delete (for augmentation only),,,
3537.0,notify reject,2025-05-31 04:32:06,Manager-000004,,0,,,,,
3537.0,Deliver card,2025-05-31 08:27:18,Manager-000006,,0,,,,,
3537.0,review request received,2025-05-31 09:44:48,,,0,,,,,
3537.0,Check for completeness,2025-05-31 09:54:48,Clerk-000004,,0,,,,,
3537.0,EVENT 13 END,2025-05-31 17:54:36,,,0,,,,,
3537.0,Perform checks,2025-05-31 18:50:06,Clerk-000006,,0,,,,,
3537.0,Check for completeness,NaT,Clerk-000003,,0,,,,,
3537.0,New online application received,NaT,,,0,,,,,
3537.0,Request info,NaT,Manager-000001,,0,,,,,
3537.0,info received,NaT,,,0,,,,,
3537.0,Check for completeness,NaT,Clerk-000001,,0,,,,,
3537.0,Make decision,NaT,Manager-000003,,0,,,,,
3537.0,Perform checks,NaT,Clerk-000003,,0,,,,,
3537.0,Make decision,NaT,Manager-000003,,0,,,,,
3537.0,Notify accept,NaT,Manager-000001,,0,,,,,
3537.0,Make decision,NaT,Manager-000003,,1,Notify accept,Random swap,,,
3537.0,Notify accept,NaT,Manager-000001,,1,Make decision,Random swap,,,
3537.0,Check for completeness,NaT,Clerk-000001,,1,Make decision,Random swap,,,
3537.0,Make decision,NaT,Manager-000003,,1,Check for completeness,Random swap,,,
3538.0,EVENT 13 END,2025-05-31 14:04:18,,,0,,,,,
3538.0,Check for completeness,NaT,Clerk-000005,,0,,,,,
3538.0,New online application received,NaT,,,0,,,,,
3538.0,Perform checks,NaT,Clerk-000004,,0,,,,,
3538.0,Make decision,NaT,Manager-000004,,0,,,,,
3538.0,Notify accept,NaT,Manager-000006,,0,,,,,
3538.0,Deliver card,NaT,Manager-000002,,0,,,,,
3539.0,Notify accept,2025-05-31 05:20:18,Manager-000006,,0,,,,,
3539.0,Notify accept,2025-05-31 05:20:18,Manager-000006,,1,Notify accept,Random delete (for augmentation only),,,
3539.0,Deliver card,2025-05-31 08:04:18,Manager-000005,,0,,,,,
3539.0,EVENT 13 END,2025-05-31 14:28:12,,,0,,,,,
3539.0,EVENT 13 END,2025-05-31 14:28:12,,,1,EVENT 13 END,Random delete (for augmentation only),,,
3539.0,Check for completeness,NaT,Clerk-000006,,0,,,,,
3539.0,New online application received,NaT,,,0,,,,,
3539.0,Request info,NaT,Manager-000001,,0,,,,,
3539.0,info received,NaT,,,0,,,,,
3539.0,Check for completeness,NaT,Clerk-000002,,0,,,,,
3539.0,Perform checks,NaT,Clerk-000005,,0,,,,,
3539.0,Make decision,NaT,Manager-000001,,0,,,,,
3540.0,Perform checks,2025-05-31 04:15:00,Clerk-000005,,0,,,,,
3540.0,Perform checks,2025-05-31 04:15:00,Clerk-000005,,1,notify reject,Random swap,,,
3540.0,notify reject,NaT,Manager-000001,,0,,,,,
3540.0,time out,NaT,,,0,,,,,
3540.0,EVENT 13 END,NaT,,,0,,,,,
3540.0,Check for completeness,NaT,Clerk-000002,,0,,,,,
3540.0,New online application received,NaT,,,0,,,,,
3540.0,Make decision,NaT,Manager-000002,,0,,,,,
3540.0,EVENT 13 END,NaT,,,1,Check for completeness,Random swap,,,
3540.0,Check for completeness,NaT,Clerk-000002,,1,EVENT 13 END,Random swap,,,
3540.0,notify reject,NaT,Manager-000001,,1,Perform checks,Random swap,,,
3550.0,info received,2025-05-31 01:04:06,,,0,,,,,
3550.0,Check for completeness,2025-05-31 01:14:06,Clerk-000003,,0,,,,,
3550.0,Make decision,2025-05-31 01:17:06,Manager-000001,,0,,,,,
3550.0,Make decision,2025-05-31 01:17:06,Manager-000001,,1,Request info,Random swap,,,
3550.0,Request info,2025-05-31 09:57:18,Manager-000002,,0,,,,,
3550.0,Request info,2025-05-31 09:57:18,Manager-000002,,1,Make decision,Random swap,,,
3550.0,info received,2025-05-31 11:24:54,,,0,,,,,
3550.0,Check for completeness,2025-05-31 11:34:54,Clerk-000004,,0,,,,,
3550.0,notify reject,2025-05-31 21:57:48,Manager-000006,,0,,,,,
3550.0,Request info,NaT,Manager-000003,,0,,,,,
3550.0,info received,NaT,,,0,,,,,
3550.0,Check for completeness,NaT,Clerk-000005,,0,,,,,
3550.0,time out,NaT,,,0,,,,,
3550.0,EVENT 13 END,NaT,,,0,,,,,
3550.0,Request info,NaT,Manager-000005,,0,,,,,
3550.0,Check for completeness,NaT,Clerk-000004,,0,,,,,
3550.0,New online application received,NaT,,,0,,,,,
3550.0,Request info,NaT,Manager-000005,,0,,,,,
3550.0,info received,NaT,,,0,,,,,
3550.0,Check for completeness,NaT,Clerk-000003,,0,,,,,
3550.0,Perform checks,NaT,Clerk-000002,,0,,,,,
3550.0,New online application received,NaT,,,1,Request info,Random swap,,,
3550.0,Request info,NaT,Manager-000005,,1,New online application received,Random swap,,,
3550.0,time out,NaT,,,1,EVENT 13 END,Random swap,,,
3550.0,EVENT 13 END,NaT,,,1,time out,Random swap,,,
3564.0,Make decision,2025-05-31 04:09:42,Manager-000003,,0,,,,,
3564.0,notify reject,NaT,Manager-000004,,0,,,,,
3564.0,Check for completeness,NaT,Clerk-000002,,0,,,,,
3564.0,New online application received,NaT,,,0,,,,,
3564.0,time out,NaT,,,0,,,,,
3564.0,EVENT 13 END,NaT,,,0,,,,,
3564.0,Request info,NaT,Manager-000002,,0,,,,,
3564.0,info received,NaT,,,0,,,,,
3564.0,Check for completeness,NaT,Clerk-000003,,0,,,,,
3564.0,Perform checks,NaT,Clerk-000005,,0,,,,,
3564.0,Check for completeness,NaT,Clerk-000002,,1,New online application received,Random swap,,,
3564.0,New online application received,NaT,,,1,Check for completeness,Random swap,,,
3564.0,Request info,NaT,Manager-000002,,1,info received,Random swap,,,
3564.0,info received,NaT,,,1,Request info,Random swap,,,
3569.0,review request received,2025-05-31 00:45:00,,,0,,,,,
3569.0,Check for completeness,2025-05-31 00:55:00,Clerk-000002,,0,,,,,
3569.0,Deliver card,2025-05-31 03:47:00,Manager-000003,,0,,,,,
3569.0,Deliver card,2025-05-31 03:47:00,Manager-000003,,1,Request info,Random swap,,,
3569.0,Request info,2025-05-31 04:00:54,Manager-000005,,0,,,,,
3569.0,Request info,2025-05-31 04:00:54,Manager-000005,,1,Deliver card,Random swap,,,
3569.0,info received,2025-05-31 11:25:12,,,0,,,,,
3569.0,Check for completeness,2025-05-31 11:35:12,Clerk-000003,,0,,,,,
3569.0,EVENT 13 END,2025-05-31 14:28:54,,,0,,,,,
3569.0,Check for completeness,NaT,Clerk-000005,,0,,,,,
3569.0,New online application received,NaT,,,0,,,,,
3569.0,Perform checks,NaT,Clerk-000006,,0,,,,,
3569.0,Perform checks,NaT,Clerk-000005,,0,,,,,
3569.0,Make decision,NaT,Manager-000006,,0,,,,,
3569.0,Make decision,NaT,Manager-000004,,0,,,,,
3569.0,notify reject,NaT,Manager-000001,,0,,,,,
3569.0,Notify accept,NaT,Manager-000006,,0,,,,,
3569.0,Perform checks,NaT,Clerk-000005,,1,Perform checks,Random delete (for augmentation only),,,
3569.0,notify reject,NaT,Manager-000001,,1,Notify accept,Random swap,,,
3569.0,Notify accept,NaT,Manager-000006,,1,notify reject,Random swap,,,
3569.0,Make decision,NaT,Manager-000004,,1,Make decision,Random delete (for augmentation only),,,
3573.0,Check for completeness,2025-05-31 13:17:42,Clerk-000003,,0,,,,,
3573.0,New online application received,2025-05-31 13:17:42,,,0,,,,,
3573.0,Make decision,2025-05-31 14:24:36,Manager-000003,,0,,,,,
3573.0,Perform checks,NaT,Clerk-000006,,0,,,,,
3573.0,notify reject,NaT,Manager-000006,,0,,,,,
3573.0,time out,NaT,,,0,,,,,
3573.0,EVENT 13 END,NaT,,,0,,,,,
3573.0,time out,NaT,,,1,EVENT 13 END,Random swap,,,
3573.0,EVENT 13 END,NaT,,,1,time out,Random swap,,,
3575.0,Check for completeness,2025-05-31 06:27:54,Clerk-000005,,0,,,,,
3575.0,New online application received,2025-05-31 06:27:54,,,0,,,,,
3575.0,Perform checks,2025-05-31 11:09:42,Clerk-000003,,0,,,,,
3575.0,Perform checks,2025-05-31 11:09:42,Clerk-000003,,1,Make decision,Random swap,,,
3575.0,Make decision,2025-05-31 17:29:42,Manager-000005,,0,,,,,
